BookCode,BookTitle,BookDescription,CountPage,PrintType,Authors,SalesAvailable,PublicDomain,PreviewAvaliable,idBookDimension,BookCategory
9788579802218,"Quatro - Histórias da série Divergente","Veronica Roth presenteia os fãs da trilogia <em>Divergente</em>, bestseller do <em>The New York Times</em> e sucesso de bilheteria nos cinemas, com um vislumbre da história de Quatro, o misterioso treinador dos iniciandos da Audácia, por quem a jovem Beatrice Prior se apaixona. As histórias que compõem a coleção se passam antes de Quatro conhecer Tris, antes mesmo de ganhar o nome baseado no número de medos que possui. Dois anos antes de Beatrice Prior trocar a Abnegação pela Audácia na Cerimônia de Escolha, o filho do líder da Abnegação fez o mesmo. Para o menino inseguro, maltratado pelo pai e órfão de mãe, então com dezesseis anos, a transferência era uma chance de deixar para trás uma vida de abusos e começar de novo. ",72,0,"Veronica Roth",1,1,0,5021,4
9788579801860,Convergente,"E se tudo em que você acreditasse fosse uma mentira? Em <em>Convergente</em>, o aguardado volume final da trilogia <em>Divergente</em>, de Veronica Roth, uma revelação que deveria ter permanecido em segredo põe em questão a existência da sociedade baseada em facções na qual a protagonista Tris Prior acreditara um dia. Um novo mundo é revelado além dos muros da Chicago distópica em que Tris nasceu e cresceu, e ela é mais uma vez obrigada a fazer escolhas que exigem coragem, fidelidade, sacrifício e amor. O livro, que chegou ao Brasil um mês antes da estreia de<em>Divergente</em> nos cinemas, alcançou o primeiro lugar na lista de bestsellers do <em>The New York Times</em> e foi o título mais vendido pela gigante Amazon no segmento infantojuvenil em 2013.",28,0,"Veronica Roth",1,1,0,5022,4
9788579801860,Convergente,"E se tudo em que você acreditasse fosse uma mentira? Em <em>Convergente</em>, o aguardado volume final da trilogia <em>Divergente</em>, de Veronica Roth, uma revelação que deveria ter permanecido em segredo põe em questão a existência da sociedade baseada em facções na qual a protagonista Tris Prior acreditara um dia. Um novo mundo é revelado além dos muros da Chicago distópica em que Tris nasceu e cresceu, e ela é mais uma vez obrigada a fazer escolhas que exigem coragem, fidelidade, sacrifício e amor. O livro, que chegou ao Brasil um mês antes da estreia de<em>Divergente</em> nos cinemas, alcançou o primeiro lugar na lista de bestsellers do <em>The New York Times</em> e foi o título mais vendido pela gigante Amazon no segmento infantojuvenil em 2013.",28,0,"Veronica Roth",1,1,0,5023,4
9788579801242,Herança,NULL,82,0,"Christopher Paolini",1,1,0,5024,4
9788579801242,Herança,NULL,82,0,"Christopher Paolini",1,1,0,5025,4
9788579800719,"Era uma vez minha primeira vez",NULL,68,0,"Thalita Rebouças",1,1,0,5026,4
9788579800511,"Ela disse, ele disse",NULL,92,0,"Thalita Rebouças",1,1,0,5027,4
9788579620676,"O sonho do Celta",NULL,92,0,"Mario Vargas Llosa",1,1,0,5028,4
9788579309915,"Cúmplices de um resgate","Este é um livro especial para fãs. Com fotos exclusivas e muitas curiosidades, fique por dentro de tudo o que acontece nos bastidores de sua novela preferida. Descubra fatos inusitados que ocorrem nas gravações, diversos segredinhos que serão revelados ao longo dos capítulos, ficha dos clipes mais especiais da novela, conheça o perfil profissional e a vida pessoal dos atores que você mais ama, além de curiosidades, fotos incríveis e um superquiz para você testar o seu conhecimento. Além disso, você irá conhecer o dossiê completo de Larissa Manoela, a atriz que interpreta nossas gêmeas prediletas na telinha.",45,0,"Universo dos Livros",1,1,0,5029,4
9788579309915,"Cúmplices de um resgate","Este é um livro especial para fãs. Com fotos exclusivas e muitas curiosidades, fique por dentro de tudo o que acontece nos bastidores de sua novela preferida. Descubra fatos inusitados que ocorrem nas gravações, diversos segredinhos que serão revelados ao longo dos capítulos, ficha dos clipes mais especiais da novela, conheça o perfil profissional e a vida pessoal dos atores que você mais ama, além de curiosidades, fotos incríveis e um superquiz para você testar o seu conhecimento. Além disso, você irá conhecer o dossiê completo de Larissa Manoela, a atriz que interpreta nossas gêmeas prediletas na telinha.",45,1,"Universo dos Livros",1,1,1,5030,4
9788579309519,"Mentes fantásticas","No novo livro de Alberto Dell'Isola você vai descobrir que é possível utilizar induções simples e inovadoras para alcançar os objetivos que tanto almeja,sejam eles aumentar a capacidade do seu cérebro, superar as adversidades, ler mentes, detectar mentiras ou ainda no tratamento contra a insônia ou o vício em cigarro. Com uma linguagem simples e trazendo rotinas e diretrizes para quem deseja praticar a hipnose, a auto-hipnose e o mentalismo, você descobrirá seus usos no dia a dia e porque sua mente é sua melhor aliada rumo ao sucesso.",88,0,"Alberto Dell&#039;Isolla",1,1,0,5031,4
9788579308970,"Viagem Pelo Mundo Para Colorir","Indicado para adultos e crianças, Viagem pelo mundo para colorir apresenta incríveis localidades turísticas e seus patrimônios históricos. Cada página contém informações sobre o país, a cultura e ícones importantes da região.<br>",0,0,"Universo dos Livros",1,1,0,5032,4
9788579308635,"Floresta dos sonhos","Percorra a <em>Floresta dos Sonhos</em> e descubra os mistérios desta fascinante jornada! Aventure-se e desbrave as ilustrações desta mágica floresta ao escolher os melhores conjuntos de cores para pintar os diversos animais, flores, paisagens e outros elementos da natureza contidos neste livro. Ah, e não se esqueça de procurar pelos elementos escondidos entre as figuras! Ao colorir, é possível afastar a mente dos problemas cotidianos e aliviar o estresse acumulado no dia a dia, além de proporcionar sensação de prazer por trazer ainda mais vivacidade aos desenhos apresentados. Exercite a criatividade e o entusiasmo a partir da arteterapia, adicionando mais momentos de tranquilidade à sua vida.",4,0,"Rita Perez",1,1,0,5033,4
9788579308512,"Manual de persuasão do FBI","Ex-agente do FBI ensina como influenciar, atrair e conquistar pessoas! Como um agente especial para o Programa de Análise Comportamental da Divisão de Segurança Nacional do FBI, Dr. Jack Schafer desenvolveu estratégias dinâmicas e inovadoras para entrevistar terroristas e detectar mentiras. Agora, Dr. Schafer evoluiu suas táticas e nos ensina como aplicá-las no cotidiano para obter sucesso nas relações interpessoais.",56,0,"Marvin Karlins / Jack Shafer",1,1,0,5034,4
9788579308406,"Dulce Amargo",NULL,60,0,"Dulce Maria",1,1,0,5035,4
9788579308253,"Demi Lovato - edição especial para fãs",NULL,72,0,Vários,1,1,0,5036,4
9788579306747,"Playboy irresistível",NULL,0,0,"Christina Lauren",1,1,0,5037,4
9788579305368,"Os cães nunca deixam de amar",NULL,12,0,"Teresa J. Rhyne",1,1,0,5038,4
9788579305351,"Essa ideia é tão boa que parece que foi sua","Fundamentado numa pesquisa feita com mais de 12 mil empresários ao longo de quatro anos, este livro é o guia indispensável sobre o networking moderno. Perspicaz e irreverente, com esse livro você nunca mais terá que adivinhar o que o outro está pensando. Se você precisa se conectar com outras pessoas - seja você homem, mulher, empresário experiente ou novato -, as chaves para uma comunicação eficaz estão aqui. Networking refere-se a relacionamentos, pura e simplesmente. Compreender o sexo oposto sob uma ótica nova e positiva é a chave para desenvolver relações de negócios duradouras e aumentar o sucesso.",56,0,"Ivan Misner",1,1,0,5039,4
9788579304002,"Mentes milionárias",NULL,72,0,"Susan Reynolds",1,1,0,5040,4
9788579303272,"O homem que não queria ser Papa",NULL,76,0,"Andreas Englisch",1,1,0,5041,4
9788579303197,"Como convencer alguém em 90 segundos",NULL,0,0,"Nicholas Boothman",1,1,0,5042,4
9788579302893,"Nunca fui santo",NULL,68,1,"Marcos Reis e Mauro Beting",1,1,1,5043,3
9788579302893,"Nunca fui santo",NULL,68,1,"Marcos Reis e Mauro Beting",1,1,1,5044,3
9788579302763,"Mentes geniais",NULL,20,0,"Alberto Dell&#039;Isolla",1,1,0,5045,3
9788579301261,"Desvendando o nosso lar",NULL,58,0,"Luis Eduardo de Sousa",1,1,0,5046,3
9788579300707,"Deixe os homens aos seus pés",NULL,92,0,"Marie Forleo",1,1,0,5047,2
9788579300707,"Deixe os homens aos seus pés",NULL,92,0,"Marie Forleo",1,1,0,5048,2
9788579271076,"Justin Bieber - Uma Biografia Não Autorizada","A biografia narra a vida pessoal e a trajetória profissional de Justin Bieber, desde os tempos como garoto comum da pacata cidade canadense de Stratford até despontar como um dos maiores fenômenos pop da atualidade. O livro aborda assuntos como a vida difícil que Bieber levava ao lado da mãe, logo após a separação dos pais, revela os bastidores da disputa entre Usher e Justin Timberlake pelo lançamento do primeiro álbum do garoto e relata algumas situações vividas por ele em sua vida particular e amorosa.",16,0,"Chas Newkey- Urden",1,1,0,5049,2
9788578885953,Tite,"A jornalista Camila Mattoso conta a trajetória do técnico e revela detalhes da vida pessoal do homem por trás do ídolo. A obra é resultado dos 84 depoimentos ouvidos pela autora, entre familiares, amigos, jogadores e dirigentes. O livro, lançado pela Panda Books, traça um perfil de Adenor Leonardo Bachi, que vai desde seu nascimento, em uma colônia no Rio Grande do Sul, até a conquista do hexacampeonato.",40,0,"Camila Mattoso",1,1,0,5050,2
9788578607654,"Namoro blindado","Qualquer que seja a sua fase de solteiro – se está só, esperando, paquerando, ficando, namorando, catando os pedaços do seu coração, divorciado, viúvo ou enrolado – este livro ajudará a se situar para não se perder no mundo cada vez mais complicado dos relacionamentos modernos. Anos de experiência garantiram a Renato e a Cristiane Cardoso autoridade para afirmar que a maioria dos divórcios começa... no namoro! <em>Namoro Blindado</em> abre os olhos e mostra, na prática, como agir. É o manual para qualquer idade, da adolescência aos solteiros mais maduros. Afinal, nunca é cedo (nem tarde) demais para aprender o amor inteligente.",20,0,"Renato e Cristiane Cardoso",1,1,0,5051,2
9788578607654,"Namoro blindado","Qualquer que seja a sua fase de solteiro – se está só, esperando, paquerando, ficando, namorando, catando os pedaços do seu coração, divorciado, viúvo ou enrolado – este livro ajudará a se situar para não se perder no mundo cada vez mais complicado dos relacionamentos modernos. Anos de experiência garantiram a Renato e a Cristiane Cardoso autoridade para afirmar que a maioria dos divórcios começa... no namoro! <em>Namoro Blindado</em> abre os olhos e mostra, na prática, como agir. É o manual para qualquer idade, da adolescência aos solteiros mais maduros. Afinal, nunca é cedo (nem tarde) demais para aprender o amor inteligente.",20,0,"Renato e Cristiane Cardoso",1,1,0,5052,2
9788578605025,"120 minutos para blindar seu casamento",NULL,56,0,"Renato e Cristiane Cardoso",1,1,0,5053,2
9788578603144,"Vitor Belford",NULL,40,0,"Vitor Belford",1,1,0,5054,2
9788578602826,"Diário do amor inteligente","&nbsp;Com as dicas práticas, retiradas do best-seller Namoro blindado, o leitor aprenderá como tomar decisões inteligentes no amor e revolucionar sua vida de solteiro, independente de qual fase do namoro esteja &nbsp; esperando, conhecendo ou noivando. Afinal de contas, nunca é tarde (ou cedo) demais para descobrir como viver à prova de coração partido.",24,0,"Renato e Cristiane Cardoso",1,1,0,5055,2
9788578600501,"Mais tempo mais dinheiro",NULL,64,0,"Gustavo Cerbasi / Christian Barbosa",1,1,0,5056,2
9788578311186,"Alternativas que funcionam","Seu ambiente de trabalho está repleto de bloqueios frustrantes ? Você precisa dar andamento a um projeto, mas as regras da companhia provocam atrasos ? Processos desnecessários e resistências internas sempre estão no seu caminho ? Você realmente precisa de alternativas! Alternativas que funcionam ensina a arte da alternativa: um método para cumprir uma tarefa ou uma meta.",72,0,"Russell BIshop",1,1,1,5057,2
9788578311179,"Metas que desafiam",NULL,60,0,"Mark Murphy",1,1,1,5058,2
9788578311179,"Metas que desafiam",NULL,60,0,"Mark Murphy",1,1,1,5059,2
9788578311155,"Coaching para aprimorar o desempenho","O coaching é um conhecimento técnico que requer profundidade, compreensão e uma prática considerável para que se realize em todo seu assombroso potencial. Esta nova edição de coaching para aprimorar o desempenho, ampliada e revisada, explica claramente os princípios do treinamento, ilustrando-os com exemplos de alto desempenho nos meios empresarial e desportivo.",80,0,"John Whitmore",1,1,1,5060,2
9788578311148,"Os 3 compromissos da liderança",NULL,48,0,"Tom Endersbe",1,1,1,5061,2
9788578311148,"Os 3 compromissos da liderança",NULL,48,1,"Tom Endersbe",1,1,1,5062,2
9788578311094,"Inteligência emocional na gestão de resultados","Na última década, a inteligência emociona tem sido vista como um pilar crítico de sucesso dentro e fora do trabalho. Ela tem se tornado cada vez mais importante, já que a diversificação do ambiente profissional tem se tornado progressivamente diverso e tem trazido juntamente diferenças que são desafiadoras. Contudo, apesar de sua importância, a maioria das pessoas não tem sido ensinada a como desenvolver este aspecto nelas mesmo, não conhecem os métodos e nem as ferramentas necessárias para lidar com os sentimentos que são cruciais para a eficácia no trabalho, nos relacionamentos e na vida. <em>Inteligência emocional na gestão de resultados</em> oferece o conhecimento necessário sobre como gerir efetivamente o ambiente de trabalho, usando os princípios dinâmicos da ""inteligência emocional"" para aumentar a sua competência em lidar com as emoções e melhorar sua eficácia profissional e pessoal.<br>",32,0,"Lee Gardenswartz / Anita Rowe / Jorge Cherbosque",1,1,1,5063,2
9788578310912,"Os oito pilares da prosperidade",NULL,42,0,"James Allen",1,1,1,5064,2
9788578310899,"A ciência de ficar rico","Este livro baseia-se no que Wallace Wattles chamou de ""a maneira certa de pensar"". Ele explica como superar todo o tipo de condicionamento (mental, social, de saúde, etc) para, por meio da criação e da não competição, atrair e conquistar riquezas. Um dos principais pilares desta obra é a afirmação de que podemos conseguir o que quisermos meramente pela força do pensamento direcionado e determinado. Descartando a postura competitiva do capitalismo, este livro defenda uma atitude criativa, em alinhamento com as leis universais, segundo as quais o universo consciente a todos provê sem distinção e sem limites. Esse é o centro de sua ""ciência"" da criação da riqueza. Unindo metafísica e ciência, Wattles afirma que ficar rico é algo infalível. Conforme o autor, seguindo ""com fé e propósito"" os ensinamentos contidos em seu livro e agindo de acordo com eles, sem temor e hesitação, todo homem e toda mulher certamente ficarão ricos, pois a ciência aplicada desse modo é uma ciência exata, e o fracasso impossível.",42,0,"Wallace D. Wattles",1,1,1,5065,2
9788578310882,"O poder oculto",NULL,52,0,"Thomas Troward",1,1,1,5066,2
9788578310738,"Gerente eficaz",NULL,84,0,"Michael Armstrong",1,1,1,5067,2
9788578310691,"Aperfeiçoe suas técnicas de liderança",NULL,0,0,"John Adair",1,1,1,5068,2
9788578310431,"51 atitudes para vencer na vida e na carreira",NULL,10,0,"Carlos Hilsdorf",1,1,1,5069,2
9788578310394,"Liderança e motivação","Neste livro, John Adair estuda a natureza da motivação, as necessidades individuais e como aplicar tudo isso aos desafios diários com que se deparam líderes e gerentes. Para tanto, apresenta sua teoria da motivação e identifica os oitos princípios básicos para motivar as pessoas. <em>Liderança e Motivação</em> estimula os pensamentos e as ideias sobre como inspirar os outros e a si mesmo para o sucesso.",28,0,"John Adair",1,1,1,5070,2
9788578277109,"O hobbit","Bilbo Bolseiro é um hobbit que leva uma vida confortável e sem ambições. Mas seu contentamento é perturbado quando Gandalf, o mago, e uma companhia de anões batem à sua porta e levam-no para uma expedição. Eles têm um plano para roubar o tesouro guardado por Smaug, o Magnífico, um grande e perigoso dragão. Bilbo reluta muito em participar da aventura, mas acaba surpreendendo até a si mesmo com sua esperteza e sua habilidade como ladrão!",28,0,"J. R. R. Tolkien",1,1,0,5071,2
9788578276874,"Barriga de trigo",NULL,52,0,"William Davis",1,1,0,5072,2
9788578276225,"O Hobbit",NULL,20,0,"J. R. R. Tolkien",1,1,0,5073,2
9788578273422,"Quem é você, Alasca?","Miles Halter é um adolescente fissurado por célebres últimas palavras que, cansado de sua vidinha pacata e sem graça em casa, vai estudar num colégio interno à procura daquilo que o poeta François Rabelais, quando estava à beira da morte, chamou de o ""Grande Talvez"". Muita coisa o aguarda em Culver Creek, inclusive Alasca Young, uma garota inteligente, espirituosa, problemática e extremamente sensual, que o levará para o seu labirinto e o catapultará em direção ao Grande Talvez.",40,0,"John Green",1,1,0,5074,2
9788578273422,"Quem é você, Alasca?","Miles Halter é um adolescente fissurado por célebres últimas palavras que, cansado de sua vidinha pacata e sem graça em casa, vai estudar num colégio interno à procura daquilo que o poeta François Rabelais, quando estava à beira da morte, chamou de o ""Grande Talvez"". Muita coisa o aguarda em Culver Creek, inclusive Alasca Young, uma garota inteligente, espirituosa, problemática e extremamente sensual, que o levará para o seu labirinto e o catapultará em direção ao Grande Talvez.",40,0,"John Green",1,1,0,5075,4
9788578270698,"As crônicas de Nárnia - Vol. Único","Viagens ao fim do mundo, criaturas fantásticas e batalhas épicas entre o bem e o mal – o que mais um leitor poderia querer de um livro? O livro que tem tudo isso é <em>O leão, a feiticeira e o guarda-roupa</em>, escrito em 1949 por Clive Staples Lewis. Mas Lewis não parou por aí. Seis outros livros vieram depois e, juntos, ficaram conhecidos como <em>As crônicas de Nárnia</em>. Nos últimos cinqüenta anos, elas transcenderam o gênero da fantasia para se tornar parte do cânone da literatura clássica. Cada um dos sete livros é uma obra-prima, atraindo o leitor para um mundo em que a magia encontra a realidade, e o resultado é um mundo ficcional que tem fascinado gerações. Esta edição apresenta todas as sete crônicas integralmente, num único volume. Os livros são apresentados de acordo com a ordem de preferência de Lewis, cada capítulo com uma ilustração do artista original, Pauline Baynes. Enganosamente simples e direta, <em>As crônicas de Nárnia</em> continuam cativando os leitores com aventuras, personagens e fatos que falam a pessoas de todas as idades.",52,0,"C. S. Lewis",1,1,0,5076,4
9788578130480,"Mais forte do que nunca",NULL,40,0,"Eliana Machado Coelho",1,1,0,5077,4
9788578130305,"A ponte das lembranças",NULL,12,0,"Eliana Coelho",1,1,0,5078,4
9788577531912,"Tudo é óbvio",NULL,28,0,"Duncan J. Watts",1,1,0,5079,4
9788577531639,"Pedagogia da Autonomia",NULL,44,0,"Paulo Freire",1,1,0,5080,4
9788577344314,"Sua carreira",NULL,8,0,"Sofia Estves / Dony de Nuccio / Maira Habimorad",1,1,0,5081,4
9788577344307,"Seu bolso",NULL,76,0,"Dony de Nuccio / Samy Dana",1,1,0,5082,4
9788577342952,"Viver com fé",NULL,60,0,"Cissa Guimarães",1,1,0,5083,2
9788577342952,"Viver com fé",NULL,60,0,"Cissa Guimarães",1,1,0,5084,2
9788577342884,"Cida, a empreguete",NULL,60,0,"Leusa Araújo",1,1,0,5085,2
9788577342266,"O livro do Boni","""O livro do Boni"" reúne uma série de histórias profissionais e pessoais de José Bonifácio de Oliveira Sobrinho, que têm como protagonistas alguns nomes da comunicação do país - seja na publicidade, no rádio e na televisão. Autores como Janete Clair e Dias Gomes, humoristas como Chico Anysio e Jô Soares, e atores como Tarcísio Meira, Glória Menezes, Regina Duarte e Tony Ramos, além de jornalistas e diretores, acompanham as histórias de Boni, que refaz, a trajetória percorrida desde a sua infância até a TV Globo.",52,0,"José Bonifácio de Oliveira Sobrinho",1,1,0,5086,2
9788577342266,"O livro do Boni","""O livro do Boni"" reúne uma série de histórias profissionais e pessoais de José Bonifácio de Oliveira Sobrinho, que têm como protagonistas alguns nomes da comunicação do país - seja na publicidade, no rádio e na televisão. Autores como Janete Clair e Dias Gomes, humoristas como Chico Anysio e Jô Soares, e atores como Tarcísio Meira, Glória Menezes, Regina Duarte e Tony Ramos, além de jornalistas e diretores, acompanham as histórias de Boni, que refaz, a trajetória percorrida desde a sua infância até a TV Globo.",52,0,"José Bonifácio de Oliveira Sobrinho",1,1,0,5087,3
9788577271801,Fitoenergética,"Este mostra um estudo sobre as propriedades energéticas das plantas e seus efeitos sobre os seres humanos, os animais, os ambientes e até as próprias plantas. 'Fitoenergética' é um livro que revela a origem das doenças mais comuns da humanidade, apresentando a energia das plantas como uma opção de cura, equilíbrio e elevação da consciência. Vai além, quando alerta que a sociedade está tratando a doença de forma equivocada, com foco na consequência e não na causa. Nesta obra, o leitor vai mergulhar na sabedoria da natureza presente no Reino Vegetal, aprendendo a terapia da energia sutil das plantas para equilíbrio da alma em todos os aspectos - físico, emocional, mental e espiritual.",4,0,"Bruno J. Gimenes",1,1,0,5088,3
9788577225514,"Em busca de respostas","Desde o início da civilização, os espíritos de luz trazem aos homens as provas da eternidade. Em busca de respostas é uma pesquisa sobre o trabalho que eles realizam desde o princípio dos tempos, interferindo nos problemas humanos. Durante sua vida, Zibia Gasparetto ouviu várias histórias por esse Brasil afora e resolveu reuní-las em um livro sobre o assunto, baseando-se nelas para relatar suas conclusões.",32,0,"Zibia Gasparetto",1,1,0,5089,3
9788577225132,"Vá em frente! Não deixe nada pra depois","Vá em frente! traz uma seleção de artigos inspiradores, que abordam temas variados sob a ótica da espiritualidade e que farão o leitor se entreter e refletir, ajudando-o a superar melhor os desafios do dia a dia. Mas para isso, não basta só querer! É preciso sair da mesmice, aceitar as mudanças necessárias e ousar, pois o momento é de urgência e união! Em Vá em frente!, Zibia ensina que, para que a vida mude, é preciso ficar na alegria, acreditar no melhor e colocar-se em primeiro lugar, cultivando a fé na vida.",16,0,"Zibia Gasparetto",1,1,0,5090,2
9788577225132,"Vá em frente! Não deixe nada pra depois","Vá em frente! traz uma seleção de artigos inspiradores, que abordam temas variados sob a ótica da espiritualidade e que farão o leitor se entreter e refletir, ajudando-o a superar melhor os desafios do dia a dia. Mas para isso, não basta só querer! É preciso sair da mesmice, aceitar as mudanças necessárias e ousar, pois o momento é de urgência e união! Em Vá em frente!, Zibia ensina que, para que a vida mude, é preciso ficar na alegria, acreditar no melhor e colocar-se em primeiro lugar, cultivando a fé na vida.",16,0,"Zibia Gasparetto",1,1,0,5091,2
9788577224982,"Você sempre ganha!","Zibia Gasparetto reúne textos inéditos na coletânea Você sempre ganha! Ao longo de seus 65 anos de carreira, Zibia Gasparetto tem contribuído, por meio de suas obras, para o fortalecimento da literatura espiritualista no mercado editorial e para a popularização do espiritualismo. Seus romances nos permitem entender a importância do amor, o valor do perdão e a força que trazemos em nossa alma. A autora já publicou mais de cinquenta obras, trilhando um caminho de fé e compromisso com a espiritualidade, e entre um romance e outro produziu também artigos e matérias para a imprensa.",88,0,"Zibia Gasparetto",1,1,0,5092,2
9788577224258,"A hora é agora","Neste livro, a autora escreve sobre questões atuais, englobando temas como felicidade, solidão, depressão, mediunidade, vida após a morte, poder da fé, violência e corrupção. São textos que ajudam o leitor a refletir e perceber que a vida sempre trabalha a seu favor, mas apontando que a melhora do espírito ainda é responsabilidade de cada um.",96,0,"Zibia Gasparetto",1,1,0,5093,2
9788577223794,"O poder da escolha","Júlio, um empresário promissor, decide sair de casa para morar com a exuberante Magali, deixando para trás quinze anos de casamento. Eugênia, a esposa, ao descobrir que havia sido abandonada, passa a acreditar que viver não vale mais a pena. Em meio a uma intensa trama, que mescla amor, crime, traição, sequestro e redenção, Eugênia e Magali terão de aprender, cada uma à sua maneira, que nada na vida acontece por acaso e que o poder da escolha é absoluto na criação de nossos destinos. ",24,0,"Zibia Gasparetto",1,1,0,5094,2
9788577223794,"O poder da escolha","Júlio, um empresário promissor, decide sair de casa para morar com a exuberante Magali, deixando para trás quinze anos de casamento. Eugênia, a esposa, ao descobrir que havia sido abandonada, passa a acreditar que viver não vale mais a pena. Em meio a uma intensa trama, que mescla amor, crime, traição, sequestro e redenção, Eugênia e Magali terão de aprender, cada uma à sua maneira, que nada na vida acontece por acaso e que o poder da escolha é absoluto na criação de nossos destinos. ",24,0,"Zibia Gasparetto",1,1,0,5095,2
9788577222438,"Apesar de tudo",NULL,96,0,"Monica de Castro",1,1,0,5096,2
9788577222421,"Só o amor consegue",NULL,16,0,"Zibia Gasparetto",1,1,0,5097,2
9788577222421,"Só o amor consegue",NULL,16,0,"Zibia Gasparetto",1,1,0,5098,2
9788577222148,"Virando o jogo",NULL,24,0,"Monica de Castro",1,1,0,5099,2
9788577222056,"Ela só queria casar",NULL,20,0,"Marcelo Cezar",1,1,0,5100,2
9788577222025,"Pelas portas do coração",NULL,56,0,"Zibia Gasparetto",1,1,0,5101,2
9788577221837,"Jurema das matas",NULL,68,0,"Monica de Castro",1,1,0,5102,2
9788577221530,"De frente com a verdade",NULL,52,0,"Monica de Castro",1,1,0,5103,2
9788577220274,"Eles continuam entre nós - Vol. 1","Zibia Gasparetto reúne testemunhos de experiências mediúnicas enviados pelos ouvintes de seu programa Conversando com você, na Rádio Mundial.",0,0,"Zibia Gasparetto",1,1,0,5104,2
9788576950172,"O doce veneno do escorpião",NULL,72,0,"Bruna Surfistinha",1,1,0,5105,2
9788576865803,"Quando a noite cai","Enquanto tenta manter a má sorte longe do escritório, Briana acaba por misturar realidade e fantasia e se apaixona pelo belo, irresistível e enigmático Gael. Em uma viagem à Irlanda, a paixão explode e, com ela, o mundo de Briana, pois a garota vai descobrir que seu conto de fadas está em risco – e que talvez nem mesmo o amor verdadeiro seja capaz de triunfar.",76,0,"Carina Rissi",1,1,0,5106,2
9788576865780,"Algo belo","Neste romance ágil e surpreendente, os leitores vão saber mais sobre a história de Shepley e America, o casal que já apareceu em outros livros da série Belo Desastre e deixou os fãs apaixonados. E, é claro, vão reencontrar os personagens mais amados da série: Travis e Abby!",26,0,"Jamie McGuire",1,1,0,5107,2
9788576865445,"O diário secreto","Gusta Stokler divide com os leitores algumas de suas experiências e visões de mundo, que podem ajudar as pessoas a ser mais felizes e a acreditar nos próprios sonhos Este livro fala sobre sonhos, não os de padaria, mas tão gostosos quanto. Fala sobre a importância de descobrirmos nossos talentos secretos e nossos desejos mais ocultos. Nesta obra, Gusta Stockler fala sobre a importância de sonhar, mas também sobre se arriscar, ser criativo e se reinventar, e sobre os medos, a autocrítica e a falta de persistência que podem nos desviar do caminho.",40,0,"Gusta Stockler",1,1,0,5108,2
9788576865285,"A garota do calendário - Julho","O que você faria para salvar a vida de seu pai? A vida é feita de escolhas. Mia Saunders fez a dela. O sexto volume do fenômeno editorial nos Estados Unidos, com mais de 3 milhões de cópias vendidas Mia Saunders precisa de dinheiro. Muito dinheiro. Ela tem um ano para pagar o agiota que está ameaçando a vida de seu pai por causa de uma dívida de jogo. Um milhão de dólares, para ser mais exato. A missão de Mia é simples- trabalhar como acompanhante de luxo na empresa de sua tia e pagar mensalmente a dívida. Um mês em uma nova cidade com um homem rico, com quem ela não precisa transar se não quiser? Dinheiro fácil. Parte do plano é manter o seu coração selado e os olhos na recompensa. Ao menos era assim que deveria ser... ",44,0,"Audrey Carlan",1,1,0,5109,2
9788576865087,"Diário de uma garota nada popular 10","Histórias de uma babá de cachorros nem um pouco habilidosa Nikki e seus amigos Brandon, Chloe e Zoey estão juntos em uma importante missão no décimo livro da série Diário de uma Garota Nada Popular. Ela precisa esconder sete adoráveis filhotinhos de cachorro de seus pais, de sua irmãzinha intrometida, de toda a escola e... de uma garota malvada pronta para a vingança: MacKenzie Hollister.",4,0,"Rachel Renee Russell",1,1,0,5110,2
9788576865032,"Belo sacrifício","Neste novo livro da série, o foco agora é Taylor, um dos gêmeos, que se envolve com uma garota cheia de segredos - e, pela primeira vez, pode ser ele quem sairá machucado dessa história.",94,0,"Jamie McGuire",1,1,0,5111,2
9788576864615,Desencantada,"</p><p>O quinto volume da série 'Perdida'. <br>Valentina de Albuquerque descobriu muito cedo que não é nenhuma princesa encantada. Em vez de bailes e romance, tudo o que a jovem deseja é encontrar um jeito de viver com dignidade longe do pai e da madrasta, que tem como hobby fazer da vida dela um inferno</p><p>",76,0,"Carina Rissi",1,1,0,5112,2
9788576864608,Prometida,"Elisa Clarke anda um pouco entediada. Seus dias parecem iguais e os bailes há muito deixaram de trazer algum prazer a ela. Não que seja uma surpresa, pois sempre que ela está presente os eventos se tornam um desastre! E é injusto, já que ela foi uma boa moça a vida toda. Nascida em uma das famílias mais influentes, a jovem aprendeu desde pequena a respeitar as normas sociais e se manter longe de escândalos. <span class=""redactor-invisible-space"">Mas Elisa não sabe que seu noivo está a caminho do Brasil, e ela terá de enfrentar o homem cujo coração um dia se viu forçada",76,0,"Carina Rissi",1,1,0,5113,2
9788576864578,Destinado,"Ian Clarke é um homem de sorte e sabe muito bem disso. Ele encontrou a felicidade que tanto almejava ao lado de sua amada (e complicada) Sofia. Entretanto sua felicidade começa a ruir no baile de aniversário de sua irmã, Elisa. Ian assiste, impotente, enquanto sua vida perfeita se transforma em uma terrível catástrofe. Aterrorizado com a possibilidade de perder Sofia outra vez, Ian segue seu coração na tentativa de proteger a mulher que ama, sem se importar com as consequências. Ele só não suspeitava de que o preço a pagar seria tão alto...",62,0,"Carina Rissi",1,1,0,5114,2
